Input_MeanArrival_sec,Transplant_MeanArrival_sec,Mean_VTT_CentroidMethod_sec,Input_Peak_sec,Transplant_Peak_sec,PeakDelay_VTT_sec,FirstPassWindow_sec
32.9802535044756,39.7004278464245,6.72017434194895,59.059,59.059,0,60
